2000-01-01,1,yogurt
2000-01-01,1,pork
2000-01-01,1,sandwich bags
2000-01-01,1,lunch meat
2000-01-01,1,all- purpose
2000-01-01,1,flour
2000-01-01,1,soda
2000-01-01,1,butter
2000-01-01,1,vegetables
2000-01-01,1,beef
2000-01-01,1,aluminum foil
2000-01-01,1,all- purpose
2000-01-01,1,dinner rolls
2000-01-01,1,shampoo
2000-01-01,1,all- purpose
2000-01-01,1,mixes
2000-01-01,1,soap
2000-01-01,1,laundry detergent
2000-01-01,1,ice cream
2000-01-01,1,dinner rolls
2000-01-01,2,toilet paper
2000-01-01,2,shampoo
2000-01-01,2,hand soap
2000-01-01,2,waffles
2000-01-01,2,vegetables
2000-01-01,2,cheeses
2000-01-01,2,mixes
2000-01-01,2,milk
2000-01-01,2,sandwich bags
2000-01-01,2,laundry detergent
2000-01-01,2,dishwashing liquid/detergent
2000-01-01,2,waffles
2000-01-01,2,individual meals
2000-01-01,2,hand soap
2000-01-01,2,vegetables
2000-01-01,2,individual meals
2000-01-01,2,yogurt
2000-01-01,2,cereals
2000-01-01,2,shampoo
2000-01-01,2,vegetables
2000-01-01,2,aluminum foil
2000-01-01,2,tortillas
2000-01-01,2,mixes
2000-01-02,3,soda
2000-01-02,3,pork
2000-01-02,3,soap
2000-01-02,3,ice cream
2000-01-02,3,toilet paper
2000-01-02,3,dinner rolls
2000-01-02,3,hand soap
2000-01-02,3,spaghetti sauce
2000-01-02,3,milk
2000-01-02,3,ketchup
2000-01-02,3,sandwich loaves
2000-01-02,3,poultry
2000-01-02,3,toilet paper
2000-01-02,3,ice cream
2000-01-02,3,ketchup
2000-01-02,3,vegetables
2000-01-02,3,laundry detergent
2000-01-02,3,spaghetti sauce
2000-01-02,3,bagels
2000-01-02,3,soap
2000-01-02,3,ice cream
2000-01-02,3,shampoo
2000-01-02,3,lunch meat
2000-01-02,3,cereals
2000-01-02,3,spaghetti sauce
2000-01-02,3,pork
2000-01-02,3,vegetables
2000-01-02,3,cheeses
2000-01-02,3,eggs
2000-01-02,3,vegetables
2000-01-02,3,vegetables
2000-01-02,4,cereals
2000-01-02,4,juice
2000-01-02,4,lunch meat
2000-01-02,4,soda
2000-01-02,4,toilet paper
2000-01-02,4,all- purpose
2000-01-02,5,sandwich loaves
2000-01-02,5,pasta
2000-01-02,5,tortillas
2000-01-02,5,mixes
2000-01-02,5,hand soap
2000-01-02,5,toilet paper
2000-01-02,5,vegetables
2000-01-02,5,vegetables
2000-01-02,5,paper towels
2000-01-02,5,vegetables
2000-01-02,5,flour
2000-01-02,5,vegetables
2000-01-02,5,pork
2000-01-02,5,poultry
2000-01-02,5,eggs
2000-01-02,5,vegetables
2000-01-02,5,pork
2000-01-02,5,spaghetti sauce
2000-01-02,5,vegetables
2000-01-02,5,milk
2000-01-02,5,waffles
2000-01-02,5,individual meals
2000-01-02,5,vegetables
2000-01-02,5,dinner rolls
2000-01-02,5,all- purpose
2000-01-02,5,soda
2000-01-02,5,yogurt
2000-01-02,6,laundry detergent
2000-01-02,6,toilet paper
2000-01-02,6,eggs
2000-01-02,6,toilet paper
2000-01-02,6,vegetables
2000-01-02,6,bagels
2000-01-02,6,dishwashing liquid/detergent
2000-01-02,6,cereals
2000-01-02,6,paper towels
2000-01-02,6,laundry detergent
2000-01-02,6,butter
2000-01-02,6,cereals
2000-01-02,6,bagels
2000-01-02,6,paper towels
2000-01-02,6,shampoo
2000-01-02,6,toilet paper
2000-01-02,6,soap
2000-01-02,6,soap
2000-01-02,6,pasta
2000-01-02,6,coffee/tea
2000-01-02,6,poultry
2000-01-02,6,bagels
2000-01-02,6,aluminum foil
2000-01-02,6,butter
2000-01-02,6,spaghetti sauce
2000-01-02,6,ketchup
2000-01-02,6,all- purpose
2000-01-02,6,milk
2000-01-03,7,individual meals
2000-01-03,7,paper towels
2000-01-03,7,tortillas
2000-01-03,7,vegetables
2000-01-03,7,milk
2000-01-03,7,ice cream
2000-01-03,7,juice
2000-01-03,7,dishwashing liquid/detergent
2000-01-03,7,soap
2000-01-03,7,sandwich bags
2000-01-03,7,pasta
2000-01-03,7,ketchup
2000-01-03,7,all- purpose
2000-01-03,7,yogurt
2000-01-03,7,mixes
2000-01-03,7,mixes
2000-01-03,7,toilet paper
2000-01-03,7,vegetables
2000-01-03,7,beef
2000-01-03,7,sandwich bags
2000-01-03,7,eggs
2000-01-03,7,spaghetti sauce
2000-01-03,7,fruits
2000-01-03,7,toilet paper
2000-01-04,8,ice cream
2000-01-04,8,juice
2000-01-04,8,paper towels
2000-01-04,8,waffles
2000-01-04,8,soda
2000-01-04,8,cheeses
2000-01-04,8,poultry
2000-01-04,8,toilet paper
2000-01-04,8,vegetables
2000-01-04,9,juice
2000-01-04,9,poultry
2000-01-04,9,coffee/tea
2000-01-04,9,coffee/tea
2000-01-04,9,dishwashing liquid/detergent
2000-01-05,10,ketchup
2000-01-05,10,coffee/tea
2000-01-05,10,toilet paper
2000-01-05,10,pork
2000-01-05,10,flour
2000-01-05,10,milk
2000-01-05,10,soda
2000-01-05,10,dishwashing liquid/detergent
2000-01-05,10,eggs
2000-01-05,10,tortillas
2000-01-05,10,tortillas
2000-01-05,10,vegetables
2000-01-05,10,fruits
2000-01-05,10,sugar
2000-01-05,10,soap
2000-01-05,10,dishwashing liquid/detergent
2000-01-05,10,juice
2000-01-05,10,sandwich loaves
2000-01-05,10,poultry
2000-01-05,10,eggs
2000-01-05,10,flour
2000-01-05,10,bagels
2000-01-05,10,soda
2000-01-05,10,bagels
2000-01-05,10,soda
2000-01-05,10,beef
2000-01-05,10,coffee/tea
2000-01-05,10,dishwashing liquid/detergent
2000-01-05,10,cheeses
2000-01-05,10,beef
2000-01-05,10,soap
2000-01-05,10,lunch meat
2000-01-05,10,pork
2000-01-05,10,waffles
2000-01-05,11,sandwich loaves
2000-01-05,11,ice cream
2000-01-05,11,soda
2000-01-05,11,bagels
2000-01-05,11,dishwashing liquid/detergent
2000-01-05,11,eggs
2000-01-05,11,sugar
2000-01-05,11,waffles
2000-01-05,11,individual meals
2000-01-05,11,toilet paper
2000-01-05,11,pasta
2000-01-05,11,sandwich loaves
2000-01-05,11,cheeses
2000-01-05,11,vegetables
2000-01-05,11,hand soap
2000-01-05,11,vegetables
2000-01-05,11,vegetables
2000-01-05,11,ketchup
2000-01-05,11,poultry
2000-01-05,11,dinner rolls
2000-01-05,11,dishwashing liquid/detergent
2000-01-05,11,coffee/tea
2000-01-05,11,milk
2000-01-05,11,shampoo
2000-01-05,11,ketchup
2000-01-05,11,sandwich loaves
2000-01-05,11,hand soap
2000-01-05,11,bagels
2000-01-05,11,flour
2000-01-05,11,vegetables
2000-01-05,11,pork
2000-01-06,12,pork
2000-01-06,12,tortillas
2000-01-06,12,pork
2000-01-06,12,shampoo
2000-01-06,12,lunch meat
2000-01-06,12,pasta
2000-01-06,12,juice
2000-01-06,12,bagels
2000-01-06,12,vegetables
2000-01-06,12,bagels
2000-01-06,12,vegetables
2000-01-06,12,laundry detergent
2000-01-06,12,yogurt
2000-01-06,12,sugar
2000-01-06,12,waffles
2000-01-06,12,hand soap
2000-01-06,12,hand soap
2000-01-06,12,butter
2000-01-06,12,juice
2000-01-06,12,spaghetti sauce
2000-01-06,12,vegetables
2000-01-06,12,flour
2000-01-07,13,sugar
2000-01-07,13,fruits
2000-01-07,13,all- purpose
2000-01-07,13,aluminum foil
2000-01-07,13,laundry detergent
2000-01-07,13,individual meals
2000-01-07,13,flour
2000-01-07,13,pork
2000-01-07,13,shampoo
2000-01-07,13,sugar
2000-01-07,13,aluminum foil
2000-01-07,13,shampoo
2000-01-07,13,soap
2000-01-07,13,bagels
2000-01-07,13,toilet paper
2000-01-07,13,juice
2000-01-07,13,ice cream
2000-01-07,13,ice cream
2000-01-07,13,sandwich loaves
2000-01-07,13,soap
2000-01-07,13,sugar
2000-01-07,13,paper towels
2000-01-07,13,vegetables
2000-01-07,14,fruits
2000-01-07,14,dinner rolls
2000-01-07,14,individual meals
2000-01-07,14,shampoo
2000-01-07,14,ketchup
2000-01-07,14,cereals
2000-01-07,14,sandwich bags
2000-01-07,14,laundry detergent
2000-01-07,14,vegetables
2000-01-07,14,sandwich loaves
2000-01-07,14,cheeses
2000-01-07,14,vegetables
2000-01-07,15,individual meals
2000-01-07,15,ice cream
2000-01-07,15,cereals
2000-01-07,15,paper towels
2000-01-07,15,bagels
2000-01-07,15,mixes
2000-01-07,15,lunch meat
2000-01-07,15,juice
2000-01-07,15,toilet paper
2000-01-07,15,cheeses
2000-01-07,15,paper towels
2000-01-07,15,paper towels
2000-01-07,15,juice
2000-01-07,15,aluminum foil
2000-01-07,15,fruits
2000-01-07,15,butter
2000-01-07,15,sandwich loaves
2000-01-07,15,tortillas
2000-01-07,15,spaghetti sauce
2000-01-07,15,hand soap
2000-01-08,16,sugar
2000-01-08,16,sandwich bags
2000-01-08,16,flour
2000-01-08,16,juice
2000-01-08,16,milk
2000-01-08,16,paper towels
2000-01-08,16,cereals
2000-01-08,16,sandwich bags
2000-01-08,16,pasta
2000-01-08,16,soda
2000-01-08,16,dishwashing liquid/detergent
2000-01-08,16,ice cream
2000-01-08,16,soap
2000-01-08,16,cheeses
2000-01-08,16,beef
2000-01-08,16,flour
2000-01-08,16,dinner rolls
2000-01-08,17,milk
2000-01-08,17,hand soap
2000-01-08,17,pasta
2000-01-08,17,individual meals
2000-01-08,17,spaghetti sauce
2000-01-08,17,cereals
2000-01-08,17,sandwich loaves
2000-01-08,17,hand soap
2000-01-08,17,individual meals
2000-01-08,18,sandwich bags
2000-01-08,18,toilet paper
2000-01-08,18,bagels
2000-01-08,18,shampoo
2000-01-08,18,coffee/tea
2000-01-09,19,individual meals
2000-01-09,19,laundry detergent
2000-01-09,19,coffee/tea
2000-01-09,19,eggs
2000-01-09,19,aluminum foil
2000-01-09,19,beef
2000-01-09,19,juice
2000-01-09,19,flour
2000-01-09,19,sugar
2000-01-09,19,individual meals
2000-01-09,19,waffles
2000-01-09,19,bagels
2000-01-09,19,vegetables
2000-01-09,19,coffee/tea
2000-01-09,19,spaghetti sauce
2000-01-09,19,butter
2000-01-09,19,beef
2000-01-10,20,shampoo
2000-01-10,20,dishwashing liquid/detergent
2000-01-10,20,yogurt
2000-01-10,20,juice
2000-01-10,20,sugar
2000-01-10,20,soap
2000-01-10,20,sandwich loaves
2000-01-10,20,butter
2000-01-10,20,sandwich loaves
2000-01-10,20,coffee/tea
2000-01-10,20,ketchup
2000-01-10,20,aluminum foil
2000-01-10,20,dishwashing liquid/detergent
2000-01-10,20,mixes
2000-01-10,20,laundry detergent
2000-01-10,20,shampoo
2000-01-10,20,cheeses
2000-01-10,20,tortillas
2000-01-10,20,toilet paper
2000-01-10,20,hand soap
2000-01-10,20,paper towels
2000-01-10,20,beef
2000-01-10,20,individual meals
2000-01-10,20,toilet paper
2000-01-10,20,soda
2000-01-10,20,cheeses
2000-01-10,20,vegetables
2000-01-10,20,aluminum foil
2000-01-10,20,toilet paper
2000-01-10,20,soap
2000-01-10,20,poultry
2000-01-10,20,aluminum foil
2000-01-11,21,waffles
2000-01-11,21,fruits
2000-01-11,21,all- purpose
2000-01-11,21,pork
2000-01-11,21,juice
2000-01-11,21,bagels
2000-01-11,21,mixes
2000-01-11,22,cheeses
2000-01-11,22,vegetables
2000-01-11,22,cereals
2000-01-11,22,sugar
2000-01-11,22,bagels
2000-01-11,22,soda
2000-01-11,23,vegetables
2000-01-11,23,vegetables
2000-01-11,23,aluminum foil
2000-01-11,23,bagels
2000-01-11,23,vegetables
2000-01-11,23,shampoo
2000-01-11,23,shampoo
2000-01-11,23,vegetables
2000-01-11,23,dishwashing liquid/detergent
2000-01-11,23,cereals
2000-01-11,23,cheeses
2000-01-11,23,flour
2000-01-11,23,lunch meat
2000-01-11,23,pasta
2000-01-11,23,soda
2000-01-11,23,vegetables
2000-01-11,23,toilet paper
2000-01-11,23,poultry
2000-01-11,23,coffee/tea
2000-01-11,23,flour
2000-01-11,23,all- purpose
2000-01-11,23,waffles
2000-01-11,23,coffee/tea
2000-01-11,23,milk
2000-01-11,23,yogurt
2000-01-11,23,vegetables
2000-01-11,23,mixes
2000-01-11,23,pasta
2000-01-11,23,dishwashing liquid/detergent
2000-01-11,23,dishwashing liquid/detergent
2000-01-11,23,dishwashing liquid/detergent
2000-01-11,24,fruits
2000-01-11,24,all- purpose
2000-01-11,24,pasta
2000-01-11,24,cheeses
2000-01-11,24,juice
2000-01-11,24,sandwich bags
2000-01-11,24,vegetables
2000-01-11,24,sandwich loaves
2000-01-11,24,coffee/tea
2000-01-11,24,juice
2000-01-11,24,lunch meat
2000-01-11,24,spaghetti sauce
2000-01-11,24,paper towels
2000-01-11,24,hand soap
2000-01-11,24,soap
2000-01-11,24,ice cream
2000-01-11,24,individual meals
2000-01-11,24,ketchup
2000-01-11,24,butter
2000-01-11,24,poultry
2000-01-11,24,cheeses
2000-01-11,24,bagels
2000-01-11,24,all- purpose
2000-01-11,24,ketchup
2000-01-11,24,waffles
2000-01-11,24,soap
2000-01-11,25,bagels
2000-01-11,25,sugar
2000-01-11,25,pork
2000-01-11,25,sandwich loaves
2000-01-11,25,tortillas
2000-01-11,25,ice cream
2000-01-11,25,all- purpose
2000-01-11,25,yogurt
2000-01-11,25,fruits
2000-01-11,25,pasta
2000-01-11,25,lunch meat
2000-01-11,25,dishwashing liquid/detergent
2000-01-11,25,juice
2000-01-11,25,vegetables
2000-01-11,25,vegetables
2000-01-12,26,fruits
2000-01-12,26,sandwich loaves
2000-01-12,26,vegetables
2000-01-12,26,coffee/tea
2000-01-12,26,aluminum foil
2000-01-12,26,vegetables
2000-01-12,26,shampoo
2000-01-12,26,cereals
2000-01-12,26,dinner rolls
2000-01-12,26,coffee/tea
2000-01-12,26,poultry
2000-01-12,26,butter
2000-01-12,26,juice
2000-01-12,26,paper towels
2000-01-12,26,vegetables
2000-01-12,26,beef
2000-01-12,26,mixes
2000-01-12,26,lunch meat
2000-01-12,26,bagels
2000-01-12,26,tortillas
2000-01-12,26,aluminum foil
2000-01-12,26,individual meals
2000-01-12,26,beef
2000-01-12,26,juice
2000-01-12,26,soda
2000-01-12,26,hand soap
2000-01-12,26,dinner rolls
2000-01-12,26,flour
2000-01-12,26,poultry
2000-01-12,26,sandwich loaves
2000-01-12,26,sugar
2000-01-12,26,yogurt
2000-01-13,27,laundry detergent
2000-01-13,27,pork
2000-01-13,27,pasta
2000-01-13,27,cheeses
2000-01-13,27,fruits
2000-01-13,27,sugar
2000-01-13,27,lunch meat
2000-01-13,27,laundry detergent
2000-01-13,27,paper towels
2000-01-13,27,butter
2000-01-13,27,sandwich loaves
2000-01-13,27,ice cream
2000-01-13,27,waffles
2000-01-13,27,all- purpose
2000-01-13,27,sandwich bags
2000-01-13,27,lunch meat
2000-01-13,27,sandwich loaves
2000-01-13,27,poultry
2000-01-13,27,vegetables
2000-01-13,27,shampoo
2000-01-13,27,dinner rolls
2000-01-13,27,milk
2000-01-13,27,soda
2000-01-13,27,mixes
2000-01-13,28,pork
2000-01-13,28,bagels
2000-01-13,28,poultry
2000-01-13,28,pasta
2000-01-13,28,butter
2000-01-13,28,all- purpose
2000-01-13,28,pasta
2000-01-13,28,shampoo
2000-01-13,28,sugar
2000-01-13,28,ketchup
2000-01-13,28,eggs
2000-01-13,28,soda
2000-01-13,28,tortillas
2000-01-13,28,soap
2000-01-13,28,individual meals
2000-01-13,28,ketchup
2000-01-13,28,butter
2000-01-13,28,mixes
2000-01-13,28,juice
2000-01-13,28,lunch meat
2000-01-13,28,cereals
2000-01-13,28,waffles
2000-01-13,28,shampoo
2000-01-13,28,shampoo
2000-01-13,28,toilet paper
2000-01-13,28,poultry
2000-01-13,28,lunch meat
2000-01-13,29,pasta
2000-01-13,29,butter
2000-01-13,29,sandwich loaves
2000-01-13,29,spaghetti sauce
2000-01-13,29,juice
2000-01-13,29,dinner rolls
2000-01-13,29,all- purpose
2000-01-13,29,pork
2000-01-13,29,yogurt
2000-01-13,29,vegetables
2000-01-13,29,spaghetti sauce
2000-01-13,29,vegetables
2000-01-14,30,flour
2000-01-14,30,bagels
2000-01-14,30,cheeses
2000-01-14,30,sandwich loaves
2000-01-14,30,toilet paper
2000-01-15,31,aluminum foil
2000-01-15,31,eggs
2000-01-15,31,ice cream
2000-01-15,31,pasta
2000-01-15,31,juice
2000-01-15,31,waffles
2000-01-15,31,shampoo
2000-01-15,31,dinner rolls
2000-01-15,31,soda
2000-01-15,31,vegetables
2000-01-15,31,laundry detergent
2000-01-15,31,hand soap
2000-01-15,31,waffles
2000-01-15,31,cereals
2000-01-15,31,vegetables
2000-01-15,31,toilet paper
2000-01-15,31,individual meals
2000-01-15,31,yogurt
2000-01-15,31,spaghetti sauce
2000-01-15,31,ice cream
2000-01-15,31,soda
2000-01-15,31,lunch meat
2000-01-15,31,paper towels
2000-01-15,32,soap
2000-01-15,32,paper towels
2000-01-15,32,individual meals
2000-01-15,32,dinner rolls
2000-01-15,32,vegetables
2000-01-15,32,lunch meat
2000-01-15,32,sugar
2000-01-15,32,soap
2000-01-15,32,eggs
2000-01-15,32,beef
2000-01-15,32,yogurt
2000-01-15,32,soda
2000-01-15,32,sandwich loaves
2000-01-15,32,aluminum foil
2000-01-15,32,dinner rolls
2000-01-15,32,soap
2000-01-15,32,cheeses
2000-01-15,32,sandwich loaves
2000-01-15,32,ice cream
2000-01-15,32,ketchup
2000-01-15,33,sandwich loaves
2000-01-15,33,pork
2000-01-15,33,sandwich bags
2000-01-15,33,ketchup
2000-01-15,33,coffee/tea
2000-01-15,33,vegetables
2000-01-15,33,soda
2000-01-15,33,poultry
2000-01-15,33,pasta
2000-01-15,33,all- purpose
2000-01-15,33,coffee/tea
2000-01-15,33,paper towels
2000-01-15,33,individual meals
2000-01-15,33,vegetables
2000-01-15,33,poultry
